-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2020 through 07/31/2020 
Location: Latitude  5.5516   Longitude -0.2686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.76 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,RH2M,PRECTOTCORR,T2M
2020,6,30,12,100.88,4.4,214.65,5.25,77.75,0.2,26.83
2020,6,30,13,100.84,4.19,210.49,4.99,77.62,0.19,26.8
2020,6,30,14,100.8,4.24,206.71,4.98,78.0,0.16,26.64
2020,6,30,15,100.78,4.48,203.34,5.23,79.19,0.09,26.3
2020,6,30,16,100.79,4.57,200.64,5.38,81.19,0.06,25.87
2020,6,30,17,100.83,4.27,198.8,5.23,83.94,0.04,25.4
2020,6,30,18,100.88,3.98,199.4,5.23,85.88,0.03,24.94
2020,6,30,19,100.94,3.93,201.72,5.22,86.31,0.02,24.77
2020,6,30,20,100.99,3.86,204.13,5.17,86.62,0.01,24.65
2020,6,30,21,101.02,3.81,205.67,5.09,87.0,0.0,24.55
2020,6,30,22,101.01,3.79,208.47,5.04,87.5,0.0,24.44
2020,6,30,23,100.95,3.85,212.82,5.1,88.19,0.0,24.31
2020,7,1,0,100.88,3.82,217.36,5.04,88.75,0.0,24.19
2020,7,1,1,100.86,3.5,220.74,4.58,89.25,0.01,24.08
2020,7,1,2,100.88,3.01,221.95,3.91,89.5,0.02,24.02
2020,7,1,3,100.9,2.8,222.28,3.68,89.62,0.04,23.99
2020,7,1,4,100.92,2.87,223.9,3.86,89.69,0.04,23.97
2020,7,1,5,100.97,2.87,228.86,3.88,89.81,0.03,23.92
2020,7,1,6,101.02,2.79,236.09,3.66,89.69,0.02,24.06
2020,7,1,7,101.08,2.93,241.66,3.49,88.81,0.03,24.3
2020,7,1,8,101.12,3.08,242.53,3.61,87.12,0.02,24.64
2020,7,1,9,101.12,3.29,241.98,3.85,84.31,0.04,25.09
2020,7,1,10,101.08,3.4,241.43,3.95,81.94,0.07,25.48
2020,7,1,11,101.02,3.38,240.35,3.92,80.44,0.11,25.8
2020,7,1,12,100.93,3.33,237.84,3.87,79.38,0.13,26.08
2020,7,1,13,100.83,3.21,234.49,3.82,79.25,0.17,26.23
2020,7,1,14,100.75,3.05,229.99,3.7,79.75,0.16,26.23
2020,7,1,15,100.71,3.03,225.0,3.69,80.56,0.11,26.08
2020,7,1,16,100.72,3.12,219.62,3.76,81.94,0.06,25.85
2020,7,1,17,100.75,3.18,213.89,3.95,84.31,0.05,25.44
2020,7,1,18,100.81,3.23,208.8,4.31,87.25,0.03,24.87
2020,7,1,19,100.88,3.42,205.28,4.58,88.0,0.03,24.65
2020,7,1,20,100.94,3.52,202.41,4.7,88.5,0.03,24.51
2020,7,1,21,100.99,3.48,201.16,4.65,88.81,0.03,24.41
2020,7,1,22,101.0,3.45,202.33,4.68,88.81,0.03,24.37
2020,7,1,23,100.97,3.39,204.97,4.57,89.06,0.04,24.3
2020,7,2,0,100.92,3.32,207.59,4.47,89.69,0.04,24.2
2020,7,2,1,100.89,3.25,209.4,4.34,90.31,0.05,24.12
2020,7,2,2,100.87,3.16,211.13,4.21,90.81,0.05,24.06
2020,7,2,3,100.88,3.09,214.09,4.12,91.12,0.05,24.03
2020,7,2,4,100.9,3.09,217.6,4.12,91.31,0.05,24.0
2020,7,2,5,100.93,3.06,220.97,4.07,91.19,0.05,23.99
2020,7,2,6,100.96,3.18,222.91,4.02,90.5,0.06,24.37
2020,7,2,7,101.01,3.43,221.86,4.01,88.62,0.06,24.9
2020,7,2,8,101.03,3.64,219.77,4.22,85.38,0.08,25.5
2020,7,2,9,101.02,3.67,217.82,4.22,82.75,0.18,25.98
2020,7,2,10,100.99,3.64,215.22,4.22,81.5,0.21,26.37
2020,7,2,11,100.93,3.66,212.64,4.35,81.38,0.23,26.55
2020,7,2,12,100.86,3.77,210.07,4.52,81.19,0.25,26.73
2020,7,2,13,100.79,3.89,207.8,4.66,81.12,0.26,26.8
2020,7,2,14,100.74,4.0,204.96,4.79,81.69,0.24,26.67
2020,7,2,15,100.7,4.15,203.14,4.94,82.56,0.14,26.41
2020,7,2,16,100.69,4.3,202.65,5.08,83.94,0.07,26.03
2020,7,2,17,100.71,4.18,204.17,5.04,86.25,0.05,25.56
2020,7,2,18,100.76,3.93,207.23,5.12,88.44,0.03,25.09
2020,7,2,19,100.83,3.92,210.04,5.19,89.0,0.02,24.9
2020,7,2,20,100.9,3.86,213.27,5.16,89.19,0.01,24.77
2020,7,2,21,100.94,3.87,217.03,5.18,89.5,0.01,24.65
2020,7,2,22,100.96,3.91,220.7,5.23,89.88,0.01,24.55
2020,7,2,23,100.95,3.93,223.39,5.26,90.25,0.02,24.45
2020,7,3,0,100.9,3.96,225.56,5.28,90.62,0.04,24.36
2020,7,3,1,100.86,4.11,227.54,5.54,90.62,0.07,24.32
2020,7,3,2,100.84,4.16,228.8,5.59,90.69,0.09,24.3
2020,7,3,3,100.84,4.05,229.85,5.41,91.19,0.12,24.24
2020,7,3,4,100.86,3.82,230.55,5.14,91.75,0.14,24.19
2020,7,3,5,100.9,3.78,230.71,5.1,91.94,0.17,24.2
2020,7,3,6,100.94,3.89,231.45,4.92,91.56,0.23,24.43
2020,7,3,7,101.0,4.1,231.89,4.91,90.19,0.24,24.87
2020,7,3,8,101.03,4.43,231.15,5.28,87.12,0.16,25.49
2020,7,3,9,101.02,4.74,230.35,5.66,84.31,0.19,26.02
2020,7,3,10,100.97,4.91,227.71,5.94,83.06,0.2,26.39
2020,7,3,11,100.9,5.03,223.62,6.14,82.5,0.17,26.61
2020,7,3,12,100.84,5.15,219.65,6.32,82.38,0.15,26.72
2020,7,3,13,100.77,5.27,216.61,6.47,82.5,0.17,26.71
2020,7,3,14,100.72,5.34,214.39,6.55,83.19,0.19,26.56
2020,7,3,15,100.69,5.33,213.27,6.5,84.19,0.12,26.31
2020,7,3,16,100.7,5.24,212.69,6.36,86.06,0.09,25.9
2020,7,3,17,100.73,4.9,212.3,6.02,88.5,0.07,25.44
2020,7,3,18,100.8,4.62,213.26,5.98,90.44,0.05,25.05
2020,7,3,19,100.88,4.59,214.53,6.03,90.94,0.05,24.9
2020,7,3,20,100.96,4.54,215.61,6.03,91.38,0.05,24.81
2020,7,3,21,101.01,4.62,217.86,6.19,91.94,0.08,24.74
2020,7,3,22,101.03,4.72,220.57,6.3,92.44,0.12,24.66
2020,7,3,23,101.02,4.86,223.31,6.45,92.75,0.17,24.61
2020,7,4,0,100.97,4.92,225.13,6.49,93.06,0.26,24.55
2020,7,4,1,100.92,4.88,225.91,6.43,93.06,0.3,24.5
2020,7,4,2,100.88,4.92,226.67,6.47,92.94,0.32,24.45
2020,7,4,3,100.86,4.99,227.54,6.54,92.94,0.35,24.42
2020,7,4,4,100.86,5.12,227.66,6.65,92.88,0.41,24.4
2020,7,4,5,100.87,5.33,227.2,6.89,92.75,0.45,24.37
2020,7,4,6,100.88,5.47,226.5,6.94,92.62,0.49,24.41
2020,7,4,7,100.93,5.39,225.18,6.57,92.5,0.51,24.58
2020,7,4,8,101.0,5.25,225.18,6.43,92.0,0.53,24.8
2020,7,4,9,101.04,5.48,227.14,6.7,90.44,0.42,25.0
2020,7,4,10,101.05,5.55,228.82,6.74,89.0,0.4,25.23
2020,7,4,11,101.01,5.72,229.82,6.89,88.56,0.36,25.26
2020,7,4,12,100.94,6.0,230.44,7.26,88.62,0.31,25.22
2020,7,4,13,100.87,6.21,229.59,7.51,88.62,0.28,25.2
2020,7,4,14,100.83,6.12,228.78,7.39,89.25,0.29,25.08
2020,7,4,15,100.81,5.82,227.83,6.98,90.06,0.31,24.92
2020,7,4,16,100.83,5.45,225.81,6.53,91.31,0.33,24.76
2020,7,4,17,100.88,5.18,223.59,6.4,92.44,0.36,24.56
2020,7,4,18,100.92,5.03,222.61,6.5,93.12,0.29,24.33
2020,7,4,19,100.99,4.99,222.08,6.52,93.12,0.17,24.27
2020,7,4,20,101.05,4.88,220.52,6.42,93.06,0.09,24.25
2020,7,4,21,101.06,4.71,219.48,6.24,93.12,0.06,24.21
2020,7,4,22,101.05,4.57,220.42,6.14,93.12,0.06,24.15
2020,7,4,23,100.99,4.23,222.08,5.64,93.38,0.11,24.05
2020,7,5,0,100.91,4.02,223.82,5.34,93.44,0.05,23.95
2020,7,5,1,100.86,3.91,226.7,5.19,93.44,0.08,23.89
2020,7,5,2,100.83,3.79,229.94,5.02,93.38,0.09,23.83
2020,7,5,3,100.84,3.69,232.84,4.9,93.25,0.1,23.79
2020,7,5,4,100.87,3.6,235.69,4.79,93.31,0.1,23.75
2020,7,5,5,100.9,3.5,238.33,4.65,93.19,0.09,23.73
2020,7,5,6,100.95,3.45,239.37,4.4,92.62,0.07,24.12
2020,7,5,7,101.01,3.63,237.85,4.37,91.12,0.07,24.62
2020,7,5,8,101.04,4.05,234.9,4.91,88.25,0.05,25.21
2020,7,5,9,101.06,4.2,231.96,5.13,85.25,0.06,25.76
2020,7,5,10,101.02,4.1,227.62,5.16,83.5,0.07,26.22
2020,7,5,11,100.96,4.04,223.04,5.16,82.31,0.07,26.55
2020,7,5,12,100.88,4.11,219.29,5.25,81.62,0.07,26.72
2020,7,5,13,100.81,4.17,217.08,5.32,81.75,0.06,26.68
2020,7,5,14,100.75,4.21,214.96,5.36,82.38,0.06,26.57
2020,7,5,15,100.72,4.12,212.7,5.25,83.62,0.05,26.33
2020,7,5,16,100.73,4.01,209.26,5.07,85.75,0.04,25.94
2020,7,5,17,100.78,3.75,206.46,4.76,89.06,0.04,25.4
2020,7,5,18,100.86,3.35,204.95,4.55,92.38,0.03,24.83
2020,7,5,19,100.95,3.27,205.16,4.47,93.44,0.02,24.63
2020,7,5,20,101.03,3.21,207.06,4.43,93.94,0.02,24.52
2020,7,5,21,101.08,3.2,214.66,4.41,94.19,0.02,24.46
2020,7,5,22,101.08,3.23,223.92,4.45,94.38,0.02,24.39
2020,7,5,23,101.04,3.28,230.12,4.49,94.44,0.03,24.33
2020,7,6,0,100.97,3.43,234.36,4.73,94.38,0.04,24.29
2020,7,6,1,100.92,3.71,236.84,5.03,94.12,0.04,24.26
2020,7,6,2,100.89,3.99,238.86,5.41,93.56,0.05,24.22
2020,7,6,3,100.89,4.18,241.28,5.61,93.12,0.07,24.16
2020,7,6,4,100.9,4.09,244.51,5.5,93.19,0.06,24.07
2020,7,6,5,100.93,4.02,248.82,5.45,93.5,0.05,23.93
2020,7,6,6,100.95,4.09,251.74,5.07,92.88,0.04,24.15
2020,7,6,7,100.99,4.39,251.53,5.29,91.06,0.02,24.59
2020,7,6,8,101.02,4.79,250.97,5.73,88.25,0.01,25.08
2020,7,6,9,101.01,4.65,251.29,5.57,85.81,0.01,25.56
2020,7,6,10,100.98,4.21,251.5,5.18,84.44,0.02,25.94
2020,7,6,11,100.93,3.74,249.86,4.72,83.06,0.02,26.34
2020,7,6,12,100.87,3.36,247.73,4.21,81.69,0.02,26.68
2020,7,6,13,100.81,3.03,244.03,3.75,81.19,0.02,26.82
2020,7,6,14,100.75,2.91,239.72,3.58,81.56,0.02,26.75
2020,7,6,15,100.71,3.03,231.92,3.74,83.5,0.02,26.5
2020,7,6,16,100.72,3.2,222.42,4.01,86.19,0.02,26.12
2020,7,6,17,100.75,3.4,213.95,4.45,89.0,0.01,25.65
2020,7,6,18,100.8,3.74,208.17,4.98,91.44,0.0,25.12
2020,7,6,19,100.86,3.97,207.52,5.22,92.25,0.0,24.85
2020,7,6,20,100.91,4.05,209.58,5.3,92.88,0.0,24.67
2020,7,6,21,100.93,4.27,214.33,5.58,93.12,0.0,24.57
2020,7,6,22,100.92,4.44,218.79,5.82,93.19,0.0,24.5
2020,7,6,23,100.89,4.54,222.28,5.96,93.19,0.0,24.42
2020,7,7,0,100.83,4.56,225.21,5.98,93.31,0.0,24.33
2020,7,7,1,100.78,4.54,228.07,5.96,93.38,0.0,24.25
2020,7,7,2,100.76,4.47,230.75,5.89,93.44,0.0,24.18
2020,7,7,3,100.75,4.47,233.25,5.94,93.38,0.0,24.12
2020,7,7,4,100.75,4.41,236.11,5.82,93.44,0.0,24.06
2020,7,7,5,100.77,4.21,237.43,5.59,93.56,0.0,23.98
2020,7,7,6,100.82,4.26,236.51,5.31,92.94,0.0,24.19
2020,7,7,7,100.88,4.58,234.66,5.62,90.94,0.0,24.62
2020,7,7,8,100.92,4.94,234.2,6.02,88.31,0.0,25.12
2020,7,7,9,100.91,4.88,233.0,6.02,86.62,0.01,25.55
2020,7,7,10,100.87,4.67,230.37,5.88,85.5,0.02,25.89
2020,7,7,11,100.81,4.47,226.2,5.67,84.81,0.04,26.13
2020,7,7,12,100.75,4.44,221.51,5.62,84.44,0.06,26.29
2020,7,7,13,100.69,4.57,218.12,5.74,84.75,0.08,26.24
2020,7,7,14,100.64,4.7,215.67,5.91,85.81,0.07,26.05
2020,7,7,15,100.62,4.83,213.05,6.04,87.5,0.06,25.72
2020,7,7,16,100.64,4.87,209.81,6.02,89.69,0.06,25.29
2020,7,7,17,100.69,4.64,207.04,5.75,92.06,0.06,24.85
2020,7,7,18,100.75,4.47,206.16,5.73,93.56,0.05,24.55
2020,7,7,19,100.8,4.43,207.83,5.79,93.81,0.04,24.47
2020,7,7,20,100.86,4.48,211.0,5.91,93.94,0.03,24.41
2020,7,7,21,100.89,4.42,214.34,5.85,94.19,0.03,24.36
2020,7,7,22,100.89,4.31,218.45,5.79,94.06,0.03,24.33
2020,7,7,23,100.84,4.34,223.61,5.89,93.75,0.03,24.28
2020,7,8,0,100.78,4.32,227.86,5.83,93.62,0.03,24.19
2020,7,8,1,100.73,4.56,229.87,6.14,93.44,0.03,24.12
2020,7,8,2,100.69,4.7,230.26,6.29,93.38,0.03,24.05
2020,7,8,3,100.68,4.51,229.71,6.0,93.69,0.03,23.96
2020,7,8,4,100.69,4.41,229.45,5.9,93.94,0.04,23.88
2020,7,8,5,100.74,4.38,229.05,5.88,94.0,0.05,23.85
2020,7,8,6,100.78,4.56,228.89,5.78,93.19,0.05,24.11
2020,7,8,7,100.84,4.92,227.77,6.05,91.31,0.06,24.58
2020,7,8,8,100.89,5.24,226.63,6.47,88.31,0.04,25.12
2020,7,8,9,100.9,5.15,225.31,6.45,85.94,0.07,25.58
2020,7,8,10,100.88,4.92,223.65,6.24,84.62,0.09,25.94
2020,7,8,11,100.83,4.71,220.77,6.02,84.06,0.09,26.12
2020,7,8,12,100.77,4.59,216.56,5.85,84.06,0.08,26.16
2020,7,8,13,100.71,4.61,212.75,5.82,84.69,0.07,26.06
2020,7,8,14,100.66,4.66,209.61,5.85,85.62,0.06,25.87
2020,7,8,15,100.66,4.7,206.86,5.85,86.94,0.04,25.56
2020,7,8,16,100.67,4.68,205.97,5.78,88.62,0.03,25.22
2020,7,8,17,100.68,4.47,208.49,5.57,90.56,0.02,24.86
2020,7,8,18,100.69,4.3,212.54,5.6,92.38,0.01,24.51
2020,7,8,19,100.74,4.13,214.44,5.5,93.19,0.01,24.37
2020,7,8,20,100.81,3.84,215.31,5.25,93.44,0.01,24.31
2020,7,8,21,100.86,3.78,217.77,5.22,93.75,0.01,24.25
2020,7,8,22,100.87,3.81,220.51,5.29,93.94,0.02,24.21
2020,7,8,23,100.85,3.83,223.43,5.33,94.12,0.03,24.16
2020,7,9,0,100.8,3.81,226.0,5.3,94.31,0.03,24.12
2020,7,9,1,100.77,3.74,227.45,5.2,94.31,0.02,24.08
2020,7,9,2,100.77,3.41,229.0,4.71,94.56,0.03,24.04
2020,7,9,3,100.77,3.25,232.22,4.49,94.69,0.05,24.01
2020,7,9,4,100.8,3.14,234.33,4.35,94.81,0.06,23.96
2020,7,9,5,100.84,3.06,233.1,4.27,95.0,0.07,23.91
2020,7,9,6,100.9,3.1,230.73,4.13,94.44,0.08,24.14
2020,7,9,7,100.98,3.33,230.42,4.23,92.94,0.09,24.55
2020,7,9,8,101.01,3.85,229.45,5.07,89.94,0.08,25.03
2020,7,9,9,101.03,4.04,226.41,5.43,86.44,0.05,25.58
2020,7,9,10,101.02,4.17,224.54,5.63,84.12,0.06,25.98
2020,7,9,11,100.97,4.29,223.01,5.8,83.19,0.07,26.17
2020,7,9,12,100.9,4.42,221.35,5.95,82.62,0.07,26.29
2020,7,9,13,100.84,4.46,219.32,5.99,82.5,0.07,26.31
2020,7,9,14,100.79,4.55,219.01,6.11,82.75,0.05,26.2
2020,7,9,15,100.78,4.6,219.48,6.14,83.81,0.03,25.97
2020,7,9,16,100.8,4.18,217.86,5.61,86.25,0.01,25.58
2020,7,9,17,100.85,3.56,215.36,5.0,89.5,0.01,25.11
2020,7,9,18,100.9,3.26,217.5,4.73,92.12,0.01,24.62
2020,7,9,19,100.96,3.26,220.72,4.67,93.0,0.01,24.42
2020,7,9,20,101.02,3.22,222.84,4.59,93.44,0.01,24.3
2020,7,9,21,101.07,3.18,224.01,4.5,94.0,0.02,24.17
2020,7,9,22,101.08,3.18,224.6,4.48,94.62,0.02,24.01
2020,7,9,23,101.05,3.25,225.0,4.55,95.0,0.02,23.91
2020,7,10,0,100.99,3.32,224.71,4.62,95.19,0.08,23.84
2020,7,10,1,100.94,3.33,223.67,4.63,95.12,0.09,23.83
2020,7,10,2,100.91,3.35,223.4,4.66,95.12,0.06,23.8
2020,7,10,3,100.9,3.47,225.36,4.81,95.06,0.05,23.79
2020,7,10,4,100.9,3.45,226.92,4.79,95.12,0.07,23.75
2020,7,10,5,100.92,3.35,226.04,4.63,95.06,0.1,23.71
2020,7,10,6,100.94,3.34,224.81,4.39,94.19,0.09,24.04
2020,7,10,7,101.0,3.67,223.96,4.59,92.5,0.08,24.48
2020,7,10,8,101.03,4.1,223.38,5.17,89.94,0.07,24.87
2020,7,10,9,101.07,4.11,222.92,5.28,87.88,0.12,25.15
2020,7,10,10,101.06,4.18,223.48,5.45,86.62,0.21,25.4
2020,7,10,11,101.02,4.26,223.21,5.56,86.06,0.28,25.56
2020,7,10,12,100.98,4.16,221.96,5.45,86.19,0.31,25.57
2020,7,10,13,100.92,4.02,220.43,5.26,87.0,0.32,25.46
2020,7,10,14,100.87,3.94,219.44,5.12,88.12,0.29,25.3
2020,7,10,15,100.84,3.83,218.29,4.97,89.19,0.21,25.12
2020,7,10,16,100.83,3.59,218.12,4.64,90.38,0.13,24.94
2020,7,10,17,100.86,3.16,217.27,4.3,92.06,0.1,24.68
2020,7,10,18,100.9,3.1,217.1,4.39,93.19,0.07,24.34
2020,7,10,19,100.96,3.17,218.79,4.49,93.31,0.04,24.26
2020,7,10,20,101.03,3.22,222.15,4.58,93.44,0.04,24.2
2020,7,10,21,101.07,3.28,224.71,4.64,93.62,0.04,24.14
2020,7,10,22,101.07,3.32,225.48,4.68,93.94,0.04,24.08
2020,7,10,23,101.04,3.34,225.85,4.68,94.25,0.06,24.01
2020,7,11,0,100.99,3.39,226.4,4.72,94.5,0.11,23.94
2020,7,11,1,100.92,3.46,226.37,4.8,94.56,0.13,23.9
2020,7,11,2,100.88,3.51,224.55,4.86,94.44,0.21,23.87
2020,7,11,3,100.88,3.58,223.67,4.96,94.19,0.21,23.83
2020,7,11,4,100.91,3.61,224.3,4.99,93.88,0.22,23.8
2020,7,11,5,100.96,3.5,225.81,4.79,93.62,0.21,23.75
2020,7,11,6,101.02,3.41,227.51,4.57,93.12,0.14,23.96
2020,7,11,7,101.09,3.52,228.87,4.32,92.31,0.11,24.21
2020,7,11,8,101.14,3.78,228.01,4.64,91.12,0.08,24.47
2020,7,11,9,101.15,4.22,226.8,5.2,88.25,0.07,24.86
2020,7,11,10,101.13,4.33,226.9,5.35,85.44,0.12,25.29
2020,7,11,11,101.08,4.23,225.22,5.25,84.06,0.2,25.54
2020,7,11,12,101.02,4.14,221.48,5.15,83.19,0.24,25.76
2020,7,11,13,100.97,4.14,217.17,5.13,83.0,0.25,25.81
2020,7,11,14,100.92,4.24,214.1,5.23,83.56,0.18,25.68
2020,7,11,15,100.91,4.36,212.49,5.3,85.0,0.11,25.35
2020,7,11,16,100.91,4.33,212.4,5.23,86.94,0.06,24.94
2020,7,11,17,100.93,4.03,214.43,4.99,89.25,0.05,24.53
2020,7,11,18,100.97,3.78,218.36,4.97,90.81,0.06,24.18
2020,7,11,19,101.02,3.75,221.7,4.96,91.25,0.04,24.03
2020,7,11,20,101.09,3.66,224.4,4.9,91.38,0.03,23.97
2020,7,11,21,101.14,3.58,226.68,4.83,91.5,0.03,23.9
2020,7,11,22,101.15,3.56,229.81,4.81,91.69,0.03,23.85
2020,7,11,23,101.11,3.76,232.08,5.12,91.62,0.04,23.81
2020,7,12,0,101.05,3.74,231.79,4.99,91.81,0.04,23.73
2020,7,12,1,100.99,3.74,230.16,5.1,91.88,0.04,23.65
2020,7,12,2,100.97,3.68,227.92,4.98,91.75,0.03,23.58
2020,7,12,3,100.96,3.44,227.03,4.67,91.69,0.04,23.51
2020,7,12,4,100.98,3.26,227.04,4.41,91.75,0.04,23.42
2020,7,12,5,101.02,3.1,225.0,4.22,91.69,0.05,23.38
2020,7,12,6,101.09,3.07,222.53,3.96,91.06,0.05,23.65
2020,7,12,7,101.17,3.14,224.7,3.72,89.69,0.07,24.05
2020,7,12,8,101.22,3.36,229.34,3.97,86.94,0.07,24.55
2020,7,12,9,101.24,3.45,229.31,4.16,84.38,0.17,25.05
2020,7,12,10,101.22,3.46,225.27,4.26,83.0,0.21,25.47
2020,7,12,11,101.17,3.59,220.76,4.43,81.94,0.25,25.79
2020,7,12,12,101.09,3.75,217.04,4.61,81.19,0.32,26.01
2020,7,12,13,101.0,3.87,213.47,4.76,81.19,0.33,26.04
2020,7,12,14,100.95,4.02,209.7,4.97,82.0,0.33,25.9
2020,7,12,15,100.93,4.06,206.66,5.07,83.62,0.21,25.59
2020,7,12,16,100.95,3.95,204.64,4.96,85.69,0.14,25.17
2020,7,12,17,100.97,3.79,205.14,4.78,88.25,0.11,24.67
2020,7,12,18,100.99,3.69,209.28,4.86,90.44,0.09,24.19
2020,7,12,19,101.05,3.73,212.43,4.93,91.06,0.09,24.01
2020,7,12,20,101.12,3.56,212.19,4.79,91.31,0.08,23.9
2020,7,12,21,101.18,3.46,213.01,4.67,91.38,0.06,23.83
2020,7,12,22,101.18,3.56,217.32,4.87,91.44,0.05,23.75
2020,7,12,23,101.14,3.57,221.63,4.86,91.62,0.04,23.66
2020,7,13,0,101.08,3.47,223.91,4.78,91.69,0.04,23.61
2020,7,13,1,101.03,3.44,226.75,4.71,91.81,0.04,23.54
2020,7,13,2,101.0,3.41,231.05,4.68,92.12,0.05,23.48
2020,7,13,3,100.99,3.41,233.76,4.7,92.44,0.06,23.4
2020,7,13,4,101.0,3.5,235.92,4.82,92.69,0.07,23.34
2020,7,13,5,101.02,3.54,238.06,4.86,92.88,0.07,23.33
2020,7,13,6,101.06,3.63,240.35,4.73,92.56,0.06,23.52
2020,7,13,7,101.13,3.68,240.87,4.44,91.88,0.05,23.81
2020,7,13,8,101.17,3.66,240.86,4.39,90.5,0.04,24.12
2020,7,13,9,101.18,3.82,240.71,4.66,88.75,0.03,24.41
2020,7,13,10,101.16,4.04,240.06,5.04,87.25,0.03,24.69
2020,7,13,11,101.09,4.25,239.05,5.4,86.06,0.05,24.98
2020,7,13,12,101.0,4.48,237.39,5.75,84.69,0.07,25.32
2020,7,13,13,100.89,4.73,234.55,6.11,83.88,0.08,25.53
2020,7,13,14,100.8,4.91,231.07,6.38,83.88,0.09,25.59
2020,7,13,15,100.76,4.82,227.96,6.28,84.69,0.07,25.45
2020,7,13,16,100.77,4.54,223.95,5.93,86.38,0.03,25.18
2020,7,13,17,100.81,4.12,218.76,5.52,89.12,0.02,24.73
2020,7,13,18,100.86,3.88,214.84,5.45,91.44,0.01,24.26
2020,7,13,19,100.93,3.9,213.05,5.41,92.0,0.01,24.09
2020,7,13,20,101.02,3.8,213.53,5.3,92.25,0.02,24.01
2020,7,13,21,101.1,3.96,216.82,5.65,91.81,0.02,23.98
2020,7,13,22,101.12,4.18,221.37,5.96,91.44,0.02,23.94
2020,7,13,23,101.09,4.3,225.37,6.05,91.5,0.03,23.86
2020,7,14,0,101.04,4.34,228.65,6.04,91.81,0.03,23.73
2020,7,14,1,101.0,4.11,230.71,5.61,92.56,0.05,23.55
2020,7,14,2,100.95,3.98,231.94,5.46,93.25,0.04,23.39
2020,7,14,3,100.93,3.99,232.73,5.43,93.5,0.03,23.28
2020,7,14,4,100.92,3.98,232.57,5.42,93.5,0.02,23.21
2020,7,14,5,100.93,4.04,231.2,5.5,93.5,0.02,23.15
2020,7,14,6,100.95,4.29,229.29,5.5,92.44,0.01,23.55
2020,7,14,7,100.98,4.83,227.36,6.05,90.38,0.01,24.13
2020,7,14,8,101.02,5.26,226.2,6.68,87.06,0.01,24.74
2020,7,14,9,101.02,5.22,225.67,6.72,84.06,0.01,25.27
2020,7,14,10,101.0,5.07,224.63,6.58,82.44,0.04,25.62
2020,7,14,11,100.96,4.98,222.84,6.46,81.44,0.06,25.85
2020,7,14,12,100.88,5.05,221.49,6.54,80.75,0.05,25.95
2020,7,14,13,100.8,5.23,221.36,6.73,80.31,0.05,25.96
2020,7,14,14,100.74,5.35,221.74,6.89,80.56,0.04,25.8
2020,7,14,15,100.71,5.33,221.14,6.86,81.62,0.03,25.51
2020,7,14,16,100.71,5.23,219.97,6.68,83.69,0.01,25.1
2020,7,14,17,100.75,4.85,219.18,6.25,86.69,0.01,24.57
2020,7,14,18,100.8,4.6,219.83,6.24,89.19,0.01,24.01
2020,7,14,19,100.88,4.59,221.97,6.23,90.19,0.0,23.74
2020,7,14,20,100.95,4.52,224.23,6.18,90.81,0.0,23.56
2020,7,14,21,101.02,4.39,224.28,6.02,91.06,0.0,23.43
2020,7,14,22,101.03,4.2,223.79,5.78,91.25,0.01,23.28
2020,7,14,23,101.02,4.1,224.85,5.62,91.56,0.01,23.12
2020,7,15,0,100.97,4.09,227.01,5.58,92.0,0.0,22.96
2020,7,15,1,100.91,4.13,228.83,5.6,92.19,0.0,22.82
2020,7,15,2,100.87,4.13,229.38,5.52,92.12,0.0,22.69
2020,7,15,3,100.86,4.0,231.99,5.29,92.44,0.0,22.58
2020,7,15,4,100.87,3.77,234.79,4.93,92.56,0.0,22.53
2020,7,15,5,100.91,3.5,236.84,4.54,92.62,0.0,22.5
2020,7,15,6,100.99,3.2,241.12,4.18,91.88,0.0,22.83
2020,7,15,7,101.08,3.18,248.98,3.79,90.31,0.0,23.3
2020,7,15,8,101.15,3.32,255.02,3.98,88.06,0.0,23.82
2020,7,15,9,101.17,3.62,252.42,4.48,84.44,0.0,24.54
2020,7,15,10,101.13,3.8,247.54,4.82,82.12,0.0,25.12
2020,7,15,11,101.06,3.94,243.13,4.99,80.5,0.01,25.54
2020,7,15,12,100.98,3.96,238.88,5.02,79.56,0.01,25.77
2020,7,15,13,100.91,4.07,234.21,5.16,79.25,0.02,25.87
2020,7,15,14,100.85,4.25,229.4,5.42,79.62,0.02,25.82
2020,7,15,15,100.84,4.35,225.22,5.55,80.75,0.02,25.62
2020,7,15,16,100.86,4.28,219.59,5.54,83.38,0.02,25.19
2020,7,15,17,100.92,4.23,215.22,5.66,86.69,0.01,24.61
